depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_4,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX-4720 (GDSC2:1036),NU-7441 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM-447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),sirolimus (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK269962 (GDSC2:1192),SB-505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL-161 (GDSC2:1557),lapatinib (GDSC2:1558),NVP-AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),SCH772984 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Acetalax (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),podophyllotoxin (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),Sabutoclax (GDSC2:1849),OF-1 (GDSC2:1853),KRAS (G12C) Inhibitor-12 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT-737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183 (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC-0068 (GDSC2:1924),GDC-0810 (GDSC2:1925),GNE-317 (GDSC2:1926),I-BRD9 (GDSC2:1928),Telomerase Inhibitor IX (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),MK-8776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK591 (GDSC2:2110),VE-821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172),Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
ACH-000818,BT483,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,,,,,,,,,,,,,,,3.14976508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000828,ZR7530,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,,2.48783666,,,,,,,,,,,,,,,,,,,,,,,,,,,2.967673766,,,,,,3.727763146,,,,,,,,,,,,,,,,,,,,,,,,,2.53408207,,,,,,,,,,,3.229986616,,,,,,,,,,,,,1.367551113,,,,,,,,,,,,,,,,3.16880356,,,,,,,,-0.429367003,,,,,,,,,,,,,,,,,,,-0.683856388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000849,MDAMB468,Breast,Breast Carcinoma,ERneg HER2neg,Basal A,,,2.161830962,,-7.072071342,,2.790229741,2.071391665,,,1.033877446,0.899903167,,,2.978726817,,2.845118891,,4.297008208,,1.988280554,-2.908080655,,,,,,-0.523159226,,1.520971501,,,,2.654649704,,,,,,,,4.125324905,,,2.560668275,-5.766433244,-0.94796242,,,,,,-6.493412072,3.284252701,,,,,,,,,,,,,2.557705917,,,,,6.496421389,3.010040778,,,,,1.436258545,,,,,,,,,,,,,-0.212135136,,,-1.830695761,1.273834281,0.565152328,,,,,-8.073688291,-8.316725802,-3.406131872,-3.290563645,3.077181809,,-0.586375701,,,,1.590988115,,,,-6.427783481,3.085814838,,,,,,3.209233534,,,1.326305513,,0.792365397,,,,,2.156703847,,,,,1.578937019,,,,,-1.694098882,,,,1.667432722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000856,CAL51,Breast,Breast Carcinoma,ERneg HER2neg,Basal B,-3.912988393,-7.432209247,,-1.168327532,,,,2.262151802,2.056632844,,,-0.643299184,,,,,,,6.312114351,,,,,,,-3.55352241,1.88545407,,,1.596673009,,,,,,2.245669079,-5.389280405,2.653059214,2.337242485,2.345964461,,4.674871632,,,,-5.420529548,,,,,,1.045632065,,3.275701381,1.21312669,0.636122199,,,,,,-3.361961471,0.013090372,,,,3.030512455,,,2.616036881,,,2.185869856,,,0.62873144,,,,,,,,,,,,,,,,,,-1.213523001,-1.131206976,-2.28548591,,,,,-5.234700691,-6.293439392,-2.316939629,,4.294915434,,-3.247539519,,,1.939389766,0.642027917,,,,-8.565908672,,,,0.493798448,,,2.832689263,,,-1.008395599,,-0.358838182,,,,,1.886741918,,,,,2.465361847,,,,,,-6.40157406,,,2.931678191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000857,CAL851,Breast,Breast Carcinoma,ERneg HER2neg,Basal A,,,,,,,3.22742951,2.757360079,,,,0.268999214,,,,,,,6.33044572,,,,,,,,,,,2.23283957,,,,3.239342494,,,2.266316969,,,2.568327957,,,,,2.653800437,-5.328421637,,,,,,,-6.644974441,,,,,,,,,,,,,,,,,,,,2.991187873,,,,3.188541599,-1.333232687,,,,,,,,,2.360200285,,,,,,,,,,,,,,,,,,,,1.741583132,,,2.013202412,2.125804265,,,,-3.717391027,,,,,,,3.141433666,,,1.400405655,,0.625286817,,,,,3.038101606,,-4.76614436,,,2.087646456,,,,,-0.009590094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000859,HCC1954,Breast,Breast Ductal Carcinoma,ERneg HER2pos,Basal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.247950569,-6.576393653,,-7.356359029,,,,,,,,,,,,,,,-2.691277113,,,,3.035160759,,,-0.154041142,,,2.94074995,,,,,1.404106152,,,3.119397818,,,,,,,,,,-2.081114181,,,-0.843791794,-0.844706169,,,1.428451544,,,-7.165633435,-6.876117537,-2.986505209,-6.225821439,,,-2.742573413,0.406750628,,3.059751516,0.64405817,,,,-6.689181872,,,,,,,,,,0.600828159,,,,,,,,,-5.462363721,,,2.970589944,,,,,,,,2.543542868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000876,MDAMB415,Breast,Breast Carcinoma,ERpos HER2neg,HER2 Amp,,,,,,,,3.207025278,,,,,,,2.754279586,,,,,,,,,0.512249162,,,0.316036629,,,2.787671897,,,,,,,,,,,,3.563913791,,,,-4.773707148,,,,,,2.806654095,,,,,,,,,,,,,1.670677714,,3.200713707,,,3.206818732,,,,,,,,1.743501706,,,,,,,,,,,,,-0.475246739,,,,,0.764345668,,,,,,,,,4.242904341,,-0.166997482,,,,1.597164823,,,1.854596018,-5.115019314,-0.357505573,,-0.083982846,,-1.092582363,,,-0.238760126,,-0.900293464,,2.129262284,,,,,3.186484678,,-4.589658752,,,2.588470525,,2.652624162,,,,,,-0.29809939,,,,1.741842316,2.267354149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000902,CAL148,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,-9.034713461,2.187740823,-2.135505851,,,,1.022482757,,,,0.836763386,2.879632228,,3.198586449,,2.31877964,2.485148503,,,1.935582432,,,0.024490073,,-3.315904218,0.416017907,-2.477640578,,,,,-7.192162223,,,,,-0.704004278,1.102304465,,,,,,0.044104213,,2.224844094,,,,,1.099118501,,,,0.547534663,,,,,,-3.53475112,,,-2.55016584,,,,2.378660449,-1.455841409,,,-0.815708426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.225085396,1.092026995,,,,,-2.44947651,,-1.685616204,1.874771092,,,2.91438921,-1.459824619,,-0.740749059,,-1.479026157,,,,,3.214126927,,-5.92873213,,,-1.09649498,,1.917725642,,,,-7.551513383,,-3.117059926,1.65498953,,,1.444148258,1.29843532,,-1.679836555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000910,MDAMB453,Breast,Breast Carcinoma,ERneg HER2neg,HER2 Amp,,,,,,,2.964787869,,,,,,,,,,,,5.181615402,,3.279503862,,,0.003685332,,,,-2.474213068,,1.571191383,,,,,,,0.075247323,,,,,3.223849426,,,,,,,3.248494316,,,,-7.772686635,,,,,,,,,-1.117723629,,,-0.656258729,,,-5.842795307,0.992734502,,,,1.346018418,,,-0.51360425,,1.822385714,,,,1.289124235,,-0.731108254,,,,,,3.126442791,-1.89689993,,,-0.126496306,,1.201438508,,,,,,,,-3.821652299,3.337768738,,-1.553571695,2.229403906,,,1.78835541,,,,-5.61250497,1.582769568,,,,,,3.282237155,,,,,0.193542181,,,3.280600053,,2.160688728,,-6.388955012,,,3.00827093,,,,,-2.135265376,,3.117810468,0.011796276,,,,,2.20203595,,-2.602569456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000927,BT474,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,1.95905495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.717357345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94383535,,,,,3.092597395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.954966918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000930,HCC1569,Breast,Breast Carcinoma,ERneg HER2pos,Basal A,,,,,,,-1.540973391,2.116513623,3.297293968,,,-3.23870402,,,,,,,6.510565492,,2.694341975,,,,,,,,,0.495320934,,,,2.585317926,,3.257419396,,,,,,4.470707498,,,,-4.760955448,,-7.886566391,,,,,,,2.663734033,,,,,,,,,,,,,,,,,,,,,0.062015193,2.003205673,2.027496699,,,,,,,,,2.89779812,,,,,,,0.783112301,-0.584541311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000934,MDAMB361,Breast,Breast Carcinoma,ERpos HER2pos,HER2 Amp,,-6.898793373,,,,,2.798351664,2.119738598,,,,,,,,,,,6.532607987,,,,,,,,0.440354445,,,2.282458052,,,,,,,,,,,,4.168495125,,,2.690076143,-5.04261215,,,,,,1.545672461,,,,,,,,,,,,,0.109608421,,,,1.02707802,,,,,,,,,,,,,,,,,,,,,,-2.924339373,,,,,,,,,,-6.240692622,-6.668364097,-4.400462836,,,,0.475800364,,,,0.472098897,,,,-5.313780705,,,,0.356164483,,,,,,-0.501538969,,1.808653752,,,,,,,-1.96473398,,,2.763839313,,,,-0.630449671,,-8.371995931,,2.111080063,,,3.087890227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-001065,EVSAT,Breast,Breast Carcinoma,,,,,,,,,2.592361991,1.662224382,,,,,,,1.744889036,,,,,,,,,-0.641093909,,-4.992731276,-0.001916485,,,1.514593301,,,,2.32345615,,,-3.055981664,,,3.001827203,,4.30405862,,,,-5.677756185,,,,,3.215399255,,,,,,,,,,,-1.020380493,-1.216470833,,-0.473742233,2.05539477,2.907666094,,,1.405918868,,,0.347519006,,,,3.252002133,,,,,2.184569764,,-0.990633075,,,,,,,-4.281235932,,,1.287008236,,,,,,,,,,,2.783213169,,-3.913862635,,,,0.206230057,,,,-7.417147896,-2.14628735,,-1.028246321,,-1.680487326,,2.377697414,-0.355712089,,-0.970409109,,0.251029935,,2.873904516,2.494199266,,2.320212553,,-5.332783031,,,1.62470672,,,,,,,,-1.426627035,1.893945893,,,0.415562506,,,-1.073815817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-001358,MDAMB330,Breast,Breast Carcinoma,,,,,,,,,-4.052454958,,3.19127783,,,,,,,,,,,,,,,,,,,,,1.945001553,,,,,,,3.156339134,,,,,4.793808622,,,,-5.371975826,,,,,,,,,,,,,,,,,,,2.081171373,,,,1.496757103,0.086466375,,,1.428556941,,,,,2.391186384,,,,,,,,,,,,,,,,,,,,,,,-4.382539521,,-1.93839852,,3.719198697,,0.587176716,,4.262447659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-002163,MRKNU1,Breast,Breast Carcinoma,,,,-8.317003697,,,,,,,,,,1.510538318,2.298057592,,2.494500536,,,,5.568932942,,,,,,,-5.121635721,3.01619652,-5.673954341,,1.083809949,,,-7.769824361,,,,,,,,,,,,,-5.894673498,-0.352741787,-7.875280643,-0.020680803,,,0.352873296,-6.20465937,3.092865464,,,,,,,,-0.213827893,,,,,,,,,,,,-0.377579012,,,,,,,,,,,,,,,,,-2.201738721,,,,,,,,,,-6.605452412,-6.168315886,-3.454149417,,3.481204223,,-2.955602552,,,3.178070514,0.488792256,,,,-8.300189873,,,,,,,,,,-1.483637222,,-1.183681543,,,,,3.021881269,,,,,3.201397304,,,,,-0.899402941,-6.832779728,,,2.353844968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-002179,OCUBM,Breast,Breast Carcinoma,,,,-6.71198615,,,-7.378469469,,2.029345424,1.166866414,2.686187951,,3.30980107,,-0.509712273,,2.933871777,,,,5.263480738,,,,1.352802925,-0.612995148,,-4.914798567,0.241203393,-3.772698253,,,,,-6.747868167,,,,,,,,1.727519549,,,,2.415617113,-5.102793453,,,3.02701673,,,,,,,,,,,,,-1.222514814,,2.383443074,-2.564178585,-0.597198265,,,0.911167239,,,,,-0.021357442,,,,,,,3.213778086,,,,4.042418205,,,,,0.687925234,-1.73008594,,,0.209372428,1.426259595,,,,,,-4.4662755,-6.65915028,-2.324818201,-4.731974325,,,-1.625677632,2.212258798,3.718310511,2.582911861,0.769991871,,,3.258581611,-7.605488285,-2.29110788,,-1.08445427,,,,,-0.588411879,,-1.665482635,,0.941423826,,,,,1.228946046,,-4.971011915,,,,,,,,,,,-2.722983604,,,,0.26654438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000248,AU565,Breast,Breast Adenocarcinoma,ERneg HER2pos,HER2 Amp,,9.50742243,-8.742142187,,,-8.080643039,,,,,1.53703815,,,,,,,,,,0.661609154,,,,,,,,-3.398181295,-2.57522608,,,,,,,,,,,,,,,,,-2.290159849,0.842517931,,,,,,,1.869120478,,,,,,,,,,2.454652059,,-1.483965117,,1.48440284,,-1.49873207,,,,,,,,,,,4.187054701,,,,2.516436469,,,,,,,,-2.573616833,2.12720676,-4.917973982,-0.180121831,,,,,-1.470009991,,-8.264041947,,-6.453593601,,,,2.868174661,3.422650815,,,,,,,,-0.977003078,,,,2.149769867,,,2.249397685,,-0.26431592,,3.859323327,1.011539456,1.131650079,4.525502065,,,,-6.874334229,-1.023566639,,,,1.937091158,,,,11.62464706,,,-5.321226539,-7.835974924,,,2.335376631,,,1.774176685,,,-0.965854272,,,0.42684855,,2.948674048,,3.661966011,,,0.952471839,,,4.517899835,,-2.178360756,,,,3.036663051,,,,,,,0.582897197,,,,,,-1.049974229,-1.719384935,-0.551857561,,1.116113907,,,,,,,3.249290453,,,,,,,4.167054467,4.200371063,,,,,,,,,,,4.179420411,,,,2.195177346,,,,0.277806443,,,,,,2.642037832,,,,,2.684586126,0.349188119,,-3.053374777,,3.307383746,,,2.908091361,,-2.816059555,2.681023235,-0.328257318,,,,2.64225825,,-1.452483579,,2.214364538,,,,7.743338949,,,,,-2.752378212,,,-3.570532411,-5.91260994,,-1.022659721,4.106108701,-1.521120398,,,-7.462363776,3.6033788,,1.487106019,,,,,,1.992821961,,,,,,4.147580439,,,,,,,,,,,,,,,,
ACH-000536,BT20,Breast,Breast Ductal Carcinoma,ERneg HER2neg,Basal A,,,,,,,,,,,2.734651764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.945176791,,,,,,1.935960156,,,,,,,,,,,,,0.14006908,,,,-0.268341919,,,,,,,,,,,,,,2.556146191,2.431946722,,,,,,,,-0.16177825,2.642186807,-2.382359595,-1.007496278,,,,,,,-6.037661635,,-3.88714471,,,,,3.208333543,,,,,,,0.796568546,-0.501040958,,,,,10.62906037,,3.915176798,,1.119705281,,3.854560362,,,,,,,,2.118387395,,,,4.217904746,,,,11.71379435,,,-0.911215306,-6.7430777,,3.871285389,,,,,-5.564802399,,-0.534846438,,,0.609339806,2.38090223,,,,,,-0.215556733,,,,,,,,,2.213486088,,,3.274837141,,,,,,,,,,2.171069117,0.304050867,1.910417159,,2.831113665,,,,,-4.475128555,,,,,,,,,,,,,,,,,,,,-0.039114298,,,,,,,,,,,,,,,2.525555117,,,,,4.032878014,1.573788833,,,,,3.312858249,3.708049201,,,0.499363997,,0.248819067,,,,,3.779615668,1.300721268,,3.427518698,,,,6.750224745,,,,,-1.805806894,3.547416311,,-1.120309028,-2.687517275,,,4.126983849,0.478375302,,,,1.746761015,,0.990697294,,,,,,2.518836627,,,,,,,,,,,,,,,,,,,,,,
ACH-000927,BT474,Breast,Breast Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,,,,,,,,,,2.211725366,,,,,,,,,,,,,,,,,,-4.527737331,-3.666958696,,,,,,,,,,,6.492138138,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.762334199,,-0.409667694,,,-0.428964553,,,,,,,,4.202658007,,,3.085492239,,,,,,,,,-0.35451225,,,,,,,,,,,,,,,,,3.37832803,,,,,,,,0.105166376,,,,,,,3.01754003,,-1.265863642,,,,,4.99675239,,,,-2.677361859,0.266010881,,,,,,,-4.928178415,11.10294156,,,-3.497617796,,,,,,,,,,,,,-0.100452687,4.185779469,,,,,,-0.698486437,,,3.30901965,,,,,-0.807272504,2.935199611,,,,,,,0.955407701,,,-3.363903399,,,,,,,1.400650869,,,,-3.856113254,-6.858019916,,2.160937312,,,,,,,4.160144926,3.985558849,4.276308616,,,,0.12391956,,,,,-1.343841142,3.312987412,,,3.337686729,1.847369366,,,,-3.108430671,,,,,,-1.414778654,,,,,2.606999843,2.661959013,,,,3.671459888,,,3.279608893,,,3.208898607,-1.679657535,,,,1.555719065,,-1.96096758,,4.275687156,,,,6.696418332,,,,,,,,-3.215213123,-6.217073811,,-1.147879314,5.201528002,-2.115385453,,,,2.060633782,,1.245629222,,,,,,1.935719597,,,,,,3.738463388,,,,,,,,,-0.862712751,,1.008041103,,,,,
ACH-000818,BT483,Breast,Breast Ductal Carcinoma,ERpos HER2neg,Luminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.45932085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.247500157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09786022,,,,,,,,,,,,,,,,,2.964368117,,,,,,,,,,1.890373371,,,,,,,,,,,-2.738515877,,,,,,,,,,,,,1.970582199,,,,,,,,,,4.339896584,,,,,,,,,,,,,3.736124258,,,-3.343944268,,,,,,,,,,,,,,3.329065911,,,,,,,,,,,,,,,,,,,,,,,,,,,1.856077798,,,,,,,,,,,2.750643963,,,,,3.299302152,4.168739271,3.47652731,,,,3.993265749,,,,,2.743708199,2.005966538,,,,,,,7.885555163,,,,,,,4.277807676,,,,,5.144495782,0.199753085,,-8.494443524,,1.613451105,,2.14775356,,,,,,3.169418152,,,,,,,,,,,,,,,,,,,,,,
